id,room_type,price_per_night,minimum_nights,rating,number_of_reviews,availability,neighbourhood_group,neighbourhood,latitude,longitude
20331717,Private room,139,30,0.0,1,0,Manhattan,Kips Bay,40.73859,-73.98253
20698477,Entire home/apt,70,30,4.64,11,0,Manhattan,Upper East Side,40.76048,-73.96175
20573255,Entire home/apt,99,2,4.77,168,169,Brooklyn,Prospect Heights,40.68004,-73.96473
20573565,Private room,50,30,0.0,2,0,Brooklyn,Bushwick,40.70499,-73.92419
20333831,Entire home/apt,229,4,4.86,76,173,Brooklyn,Crown Heights,40.67824,-73.95098
20574057,Private room,98,30,5.0,10,0,Brooklyn,Brooklyn Heights,40.69247,-73.99261
20705026,Private room,60,1,4.63,181,354,Queens,Flushing,40.75203,-73.81512
20337158,Shared room,100,1,4.91,46,365,Queens,Corona,40.74764,-73.86538
20581823,Private room,49,1,4.78,251,0,Bronx,Wakefield,40.89661,-73.85693
20581903,Private room,54,2,4.52,157,3,Brooklyn,Brownsville,40.66143,-73.9132
20353880,Private room,138,1,4.99,71,0,Brooklyn,Columbia St,40.68182,-74.00455
20710022,Private room,100,30,4.83,6,180,Manhattan,Harlem,40.80192,-73.94931
20710255,Entire home/apt,450,30,3.5,13,0,Manhattan,Upper West Side,40.7923,-73.96683
20711342,Private room,60,30,0.0,1,0,Brooklyn,Williamsburg,40.71902,-73.95775
20857788,Entire home/apt,450,30,5.0,3,364,Manhattan,Murray Hill,40.75009,-73.97711
20711534,Private room,50,30,0.0,2,0,Brooklyn,Bushwick,40.70458,-73.92053
20582991,Entire home/apt,160,30,4.82,11,337,Manhattan,Murray Hill,40.74815,-73.97581
20583124,Entire home/apt,111,30,0.0,2,0,Brooklyn,Brooklyn Heights,40.69385,-73.99698
20858519,Entire home/apt,169,25,0.0,2,365,Brooklyn,Brighton Beach,40.58103,-73.95793
20583325,Entire home/apt,160,30,4.83,12,339,Manhattan,Murray Hill,40.74998,-73.97545
20714088,Private room,56,30,4.78,67,4,Queens,College Point,40.77855,-73.83217
20859561,Entire home/apt,158,3,4.53,116,72,Manhattan,Lower East Side,40.721,-73.98372
20714171,Entire home/apt,250,90,4.9,71,308,Manhattan,Hell's Kitchen,40.7542,-73.99554
20583769,Private room,54,2,4.5,105,1,Brooklyn,Brownsville,40.66143,-73.9132
20583998,Private room,35,28,4.06,16,305,Queens,Arverne,40.59077,-73.79047
20870510,Private room,75,4,4.6,10,350,Brooklyn,Crown Heights,40.67467,-73.9135
20584605,Private room,110,3,4.79,28,54,Brooklyn,Williamsburg,40.71314,-73.96206
20714304,Private room,59,4,4.73,41,37,Queens,Ditmars Steinway,40.77736,-73.90878
20871885,Entire home/apt,250,25,0.0,1,335,Brooklyn,Downtown Brooklyn,40.69042,-73.98909
20587133,Private room,57,30,4.95,19,0,Manhattan,Inwood,40.8729,-73.91877
20873362,Private room,31,30,5.0,5,0,Brooklyn,Williamsburg,40.71579,-73.94043
20587378,Private room,40,28,4.3,10,303,Queens,Arverne,40.59264,-73.78884
20714517,Private room,50,6,4.96,24,157,Brooklyn,Flatlands,40.6162,-73.92871
20874350,Entire home/apt,350,30,4.77,177,297,Brooklyn,Williamsburg,40.71012,-73.95564
20720090,Entire home/apt,155,30,4.86,7,71,Brooklyn,Williamsburg,40.71531,-73.94061
20588062,Entire home/apt,183,30,4.33,3,0,Manhattan,Upper West Side,40.77306,-73.98024
20589880,Entire home/apt,129,60,4.86,7,154,Manhattan,Hell's Kitchen,40.7652,-73.98438
20874859,Entire home/apt,299,30,4.76,25,0,Manhattan,Midtown,40.75282,-73.97845
20720290,Entire home/apt,175,30,4.94,16,340,Manhattan,Upper East Side,40.77818,-73.95477
20876208,Private room,72,1,4.45,176,62,Brooklyn,Bushwick,40.7048,-73.91979
20723015,Private room,180,2,4.82,67,76,Manhattan,East Village,40.72557,-73.97751
20590743,Entire home/apt,140,30,5.0,4,0,Brooklyn,Greenpoint,40.72859,-73.95642
20881198,Private room,85,30,5.0,6,0,Manhattan,Hell's Kitchen,40.76609,-73.9853
20886432,Private room,85,30,4.97,37,322,Queens,Sunnyside,40.74922,-73.91782
20590800,Private room,73,3,4.88,171,71,Brooklyn,Crown Heights,40.66949,-73.92675
20726517,Entire home/apt,195,30,4.67,9,0,Brooklyn,Williamsburg,40.70751,-73.95173
20887028,Entire home/apt,161,30,4.43,114,0,Manhattan,Chinatown,40.71335,-73.9924
20895434,Entire home/apt,120,30,0.0,0,0,Brooklyn,Prospect-Lefferts Gardens,40.66255,-73.94275
20730891,Entire home/apt,100,30,0.0,0,0,Manhattan,Upper East Side,40.77155,-73.95772
20605308,Entire home/apt,204,10,4.86,35,11,Manhattan,NoHo,40.72654,-73.9925
20895982,Private room,80,2,4.73,13,0,Manhattan,East Village,40.72376,-73.98421
20607037,Entire home/apt,186,30,4.56,9,0,Manhattan,Murray Hill,40.74872,-73.97491
20738759,Entire home/apt,121,30,4.84,32,0,Brooklyn,Brooklyn Heights,40.6901,-73.99355
20896520,Private room,70,30,5.0,7,0,Brooklyn,Park Slope,40.67578,-73.98124
20738762,Entire home/apt,110,30,0.0,2,0,Brooklyn,Williamsburg,40.72057,-73.95558
20607819,Entire home/apt,200,2,4.72,95,0,Manhattan,East Harlem,40.80723,-73.94003
20608117,Private room,55,30,4.9,12,0,Brooklyn,Greenpoint,40.72344,-73.93988
20896858,Entire home/apt,104,5,4.55,71,178,Manhattan,Harlem,40.81418,-73.94285
20608954,Private room,60,30,4.66,48,90,Queens,Forest Hills,40.71467,-73.83532
20738991,Private room,42,30,0.0,1,0,Brooklyn,Bedford-Stuyvesant,40.691,-73.93107
20897776,Entire home/apt,165,30,4.47,19,340,Manhattan,Hell's Kitchen,40.76017,-73.99411
20740322,Entire home/apt,250,30,0.0,0,0,Manhattan,Nolita,40.72377,-73.99518
20609092,Private room,53,30,4.35,37,0,Queens,Forest Hills,40.71468,-73.83472
20609505,Private room,47,30,0.0,1,0,Manhattan,Washington Heights,40.84027,-73.93723
20897863,Private room,75,30,0.0,0,0,Brooklyn,Williamsburg,40.71172,-73.96206
20612742,Private room,57,30,4.5,39,365,Queens,Forest Hills,40.71351,-73.8332
20741509,Private room,130,3,4.33,16,132,Manhattan,Harlem,40.80702,-73.95539
20897952,Entire home/apt,185,30,4.67,3,309,Manhattan,Upper West Side,40.7835,-73.97523
20744654,Entire home/apt,151,28,4.52,120,307,Brooklyn,Park Slope,40.67384,-73.98199
20615932,Entire home/apt,90,30,4.92,25,205,Brooklyn,Bushwick,40.6966,-73.91493
20899010,Private room,55,30,0.0,1,0,Brooklyn,Crown Heights,40.67396,-73.96276
20616864,Entire home/apt,150,30,4.67,4,0,Manhattan,East Harlem,40.78854,-73.94823
20616929,Private room,200,3,0.0,1,0,Manhattan,Inwood,40.85971,-73.92999
20755255,Private room,65,30,4.73,11,0,Manhattan,Washington Heights,40.84975,-73.94036
20900299,Entire home/apt,140,30,0.0,0,0,Manhattan,Chinatown,40.71714,-73.99056
20757519,Shared room,45,30,5.0,5,0,Manhattan,Harlem,40.83148,-73.94525
20900545,Entire home/apt,313,30,4.91,103,0,Brooklyn,Bedford-Stuyvesant,40.69042,-73.93488
20758288,Entire home/apt,151,30,5.0,4,0,Manhattan,Greenwich Village,40.72895,-73.99998
20617748,Entire home/apt,110,1,4.18,33,339,Queens,Laurelton,40.68507,-73.73344
20900984,Entire home/apt,525,3,4.97,142,1,Manhattan,Little Italy,40.71964,-73.99552
20758395,Private room,67,30,5.0,6,0,Brooklyn,Williamsburg,40.70524,-73.92776
20901715,Entire home/apt,149,30,0.0,2,0,Manhattan,Harlem,40.80449,-73.94481
20761266,Private room,60,31,4.94,70,0,Brooklyn,Bedford-Stuyvesant,40.69622,-73.94665
20902644,Private room,59,30,4.71,7,0,Brooklyn,Greenpoint,40.72922,-73.95544
20761296,Private room,45,30,4.89,45,0,Queens,Astoria,40.76804,-73.92103
20619757,Private room,140,30,4.82,140,190,Brooklyn,Bedford-Stuyvesant,40.68521,-73.95304
20620313,Private room,149,30,5.0,5,0,Brooklyn,Clinton Hill,40.68362,-73.95975
20904409,Entire home/apt,99,2,4.89,235,0,Bronx,Allerton,40.86162,-73.86418
20620647,Private room,729,3,5.0,3,358,Manhattan,Midtown,40.7537,-73.97185
20761404,Entire home/apt,125,31,4.5,13,307,Manhattan,Hell's Kitchen,40.76333,-73.99264
20912594,Private room,473,30,4.87,129,200,Manhattan,Hell's Kitchen,40.75938,-73.99167
20761753,Private room,60,30,0.0,1,0,Queens,Sunnyside,40.74942,-73.91249
20763209,Entire home/apt,154,30,4.79,29,109,Manhattan,Chinatown,40.71635,-73.99858
20621413,Private room,1406,3,5.0,6,351,Manhattan,Midtown,40.75151,-73.97184
20621540,Private room,67,30,0.0,1,0,Brooklyn,Fort Greene,40.68694,-73.97574
20914425,Private room,60,30,5.0,12,0,Brooklyn,Bedford-Stuyvesant,40.6875,-73.92182
20622825,Private room,90,30,0.0,0,0,Brooklyn,Bushwick,40.70759,-73.92254
20767274,Private room,160,1,0.0,1,364,Queens,Springfield Gardens,40.68876,-73.75354
20914711,Entire home/apt,360,20,5.0,6,365,Brooklyn,Clinton Hill,40.69073,-73.96524
20769188,Entire home/apt,170,3,5.0,9,0,Brooklyn,Prospect-Lefferts Gardens,40.65569,-73.9617
20770559,Private room,60,30,0.0,1,0,Brooklyn,Flatbush,40.65237,-73.96553
20915909,Entire home/apt,400,4,4.98,95,8,Brooklyn,Bedford-Stuyvesant,40.68462,-73.95873
20623171,Private room,71,30,0.0,1,0,Manhattan,Lower East Side,40.71981,-73.97857
20916311,Private room,30,30,5.0,3,0,Brooklyn,Crown Heights,40.66773,-73.93011
20624427,Private room,199,1,4.95,56,2,Manhattan,Harlem,40.82718,-73.95328
20770969,Entire home/apt,240,1,4.81,117,315,Manhattan,East Village,40.72637,-73.98367
20772204,Private room,46,1,4.8,333,0,Bronx,Wakefield,40.89748,-73.85497
20916679,Entire home/apt,235,24,5.0,7,365,Brooklyn,Clinton Hill,40.69104,-73.96475
20918850,Entire home/apt,300,30,0.0,0,0,Manhattan,Upper West Side,40.78736,-73.96956
20772650,Entire home/apt,65,30,4.57,7,0,Manhattan,Upper East Side,40.76048,-73.96175
20919726,Private room,50,30,4.87,55,0,Brooklyn,Sunset Park,40.65023,-74.01096
20778074,Private room,60,30,0.0,0,0,Brooklyn,Crown Heights,40.66643,-73.93997
20624817,Entire home/apt,249,2,4.92,238,92,Manhattan,Midtown,40.75975,-73.96937
20926888,Entire home/apt,493,30,4.46,35,233,Brooklyn,Bedford-Stuyvesant,40.69198624566628,-73.93877335672641
20628186,Private room,40,30,4.42,13,338,Brooklyn,East Flatbush,40.65364,-73.93177
20632255,Private room,85,30,0.0,2,0,Manhattan,Upper East Side,40.77438,-73.95366
20780311,Entire home/apt,130,2,0.0,2,0,Manhattan,Washington Heights,40.85251,-73.92876
20928429,Private room,55,30,4.77,30,0,Manhattan,Harlem,40.82312,-73.94446
20783811,Entire home/apt,224,30,4.33,3,0,Manhattan,Chelsea,40.74509,-74.00633
20932707,Private room,65,30,5.0,10,0,Manhattan,Upper East Side,40.779,-73.95502
20636416,Entire home/apt,195,5,4.96,108,25,Brooklyn,Williamsburg,40.71634,-73.95673
20933293,Private room,49,1,4.85,401,140,Queens,Astoria,40.76597,-73.92489
20639280,Shared room,125,30,0.0,0,0,Manhattan,Upper West Side,40.78611,-73.97251
20786225,Private room,93,2,4.47,75,156,Manhattan,East Harlem,40.79523,-73.93094
20787735,Shared room,85,30,0.0,1,0,Brooklyn,Bushwick,40.70104,-73.93861
20933850,Private room,65,30,4.67,12,33,Manhattan,Harlem,40.82269,-73.94491
20788473,Entire home/apt,87,2,4.78,231,261,Brooklyn,Canarsie,40.63098,-73.89644
20639628,Private room,66,1,4.53,256,231,Brooklyn,Bedford-Stuyvesant,40.6821,-73.91245
20934056,Private room,137,30,4.8,5,0,Brooklyn,Kensington,40.6467,-73.97944
20639792,Private room,71,1,4.54,265,259,Brooklyn,Bedford-Stuyvesant,40.6821,-73.91245
20934059,Entire home/apt,144,16,4.56,18,44,Brooklyn,Sunset Park,40.6631,-73.99349
20639914,Private room,58,1,4.57,254,235,Brooklyn,Bedford-Stuyvesant,40.6821,-73.91245
20788590,Private room,76,30,4.55,15,0,Queens,Woodside,40.75278,-73.90137
20934581,Private room,65,30,0.0,0,0,Manhattan,Washington Heights,40.84622,-73.94002
20789361,Private room,40,30,5.0,6,0,Brooklyn,Bedford-Stuyvesant,40.68346,-73.9371
20641534,Private room,111,1,4.86,418,46,Brooklyn,Bushwick,40.70151,-73.92107
20935388,Entire home/apt,315,30,0.0,1,339,Manhattan,East Village,40.72385,-73.98121
20641793,Entire home/apt,125,3,4.69,64,174,Brooklyn,Manhattan Beach,40.57823,-73.95242
20649522,Private room,85,30,5.0,4,0,Brooklyn,Bushwick,40.69504,-73.92197
20795854,Entire home/apt,250,30,5.0,3,0,Brooklyn,Bedford-Stuyvesant,40.68199,-73.94041
20796595,Private room,70,2,4.79,80,5,Manhattan,Harlem,40.82029,-73.956
20936537,Private room,50,3,0.0,2,0,Brooklyn,Bushwick,40.69835,-73.92459
20800449,Private room,65,30,4.81,69,0,Manhattan,Harlem,40.81561,-73.95187
20649922,Private room,80,30,0.0,1,0,Brooklyn,Williamsburg,40.71222,-73.95373
20941086,Entire home/apt,650,120,4.83,7,0,Manhattan,Murray Hill,40.74615,-73.97515
20801388,Entire home/apt,149,30,4.8,5,0,Manhattan,East Village,40.72525,-73.98042
20941420,Private room,66,30,4.33,4,0,Manhattan,Chelsea,40.7406,-74.00022
20650685,Private room,70,30,0.0,1,0,Brooklyn,Bedford-Stuyvesant,40.68998,-73.93137
20942352,Private room,62,1,4.79,190,24,Queens,Ditmars Steinway,40.77853,-73.91459
20651049,Entire home/apt,170,30,5.0,12,0,Brooklyn,Williamsburg,40.70635,-73.96788
20651206,Private room,57,2,4.0,3,0,Manhattan,East Village,40.72869,-73.9839
20801864,Private room,114,30,4.87,15,177,Bronx,Clason Point,40.8159,-73.86486
20942873,Private room,139,1,4.81,16,261,Manhattan,Midtown,40.76469,-73.98253
20802860,Private room,135,30,0.0,2,0,Brooklyn,Greenpoint,40.72128,-73.94787
20811403,Entire home/apt,112,30,5.0,18,0,Queens,Forest Hills,40.72632,-73.84863
20651581,Entire home/apt,145,2,4.98,143,17,Brooklyn,Sunset Park,40.6508,-74.00726
20947070,Private room,180,30,4.67,9,0,Manhattan,Kips Bay,40.73837,-73.97395
20652607,Private room,125,1,0.0,0,0,Queens,St. Albans,40.69394,-73.77328
20811420,Private room,35,30,4.67,5,5,Brooklyn,Bushwick,40.68858,-73.91384
20948057,Entire home/apt,400,7,0.0,0,123,Brooklyn,Sheepshead Bay,40.58423920000001,-73.9510683
20812365,Entire home/apt,199,30,4.77,82,0,Manhattan,Morningside Heights,40.80251,-73.95962
20653090,Private room,75,30,5.0,17,0,Brooklyn,Bushwick,40.70212,-73.92076
20951141,Entire home/apt,345,30,4.63,53,363,Manhattan,Harlem,40.80096,-73.95526
20662043,Private room,130,4,4.71,34,324,Brooklyn,East Flatbush,40.64757537841797,-73.95040130615234
20812587,Private room,109,2,4.88,60,3,Brooklyn,Prospect-Lefferts Gardens,40.6606,-73.95549
20954729,Entire home/apt,150,30,5.0,3,0,Manhattan,Morningside Heights,40.81573,-73.96024
20813807,Entire home/apt,450,30,0.0,0,331,Brooklyn,Clinton Hill,40.68339,-73.9617
20957575,Private room,85,30,4.56,48,0,Manhattan,East Village,40.72909,-73.98874
20814067,Private room,49,30,4.93,270,324,Queens,St. Albans,40.69422,-73.74881
20663542,Entire home/apt,188,30,4.71,18,0,Manhattan,East Village,40.7306,-73.98865
20958399,Entire home/apt,85,30,4.83,7,0,Brooklyn,Park Slope,40.66795,-73.97976
20663721,Private room,60,30,4.2,5,178,Brooklyn,Bedford-Stuyvesant,40.68751,-73.91869
20663839,Private room,180,2,4.67,51,64,Manhattan,East Village,40.72623,-73.9778
20814478,Entire home/apt,200,30,0.0,1,0,Manhattan,Upper West Side,40.79651,-73.97318
20815250,Entire home/apt,101,2,0.0,0,0,Brooklyn,Greenpoint,40.73729,-73.95586
20960203,Entire home/apt,300,4,4.93,123,119,Brooklyn,Fort Greene,40.69510269165039,-73.97095489501953
20816032,Entire home/apt,210,5,4.46,36,346,Manhattan,East Harlem,40.8135,-73.93508
20817201,Private room,54,6,4.83,118,7,Brooklyn,Williamsburg,40.71541,-73.9544
20665380,Entire home/apt,135,7,4.94,18,0,Brooklyn,Crown Heights,40.67091,-73.95244
20968000,Entire home/apt,175,30,5.0,16,0,Manhattan,Murray Hill,40.74455,-73.97151
20667471,Entire home/apt,147,30,5.0,4,0,Brooklyn,Greenpoint,40.72194,-73.94059
20969532,Entire home/apt,88,30,4.91,22,94,Queens,Sunnyside,40.74243,-73.92457
20668002,Private room,150,30,0.0,0,0,Brooklyn,Bedford-Stuyvesant,40.68606,-73.95883
20674622,Private room,95,2,4.9,21,0,Brooklyn,Boerum Hill,40.6849,-73.98496
20818955,Private room,85,30,5.0,10,88,Queens,Woodhaven,40.69803,-73.84944
20819020,Private room,59,2,4.76,85,0,Manhattan,Harlem,40.82007,-73.95442
20970017,Entire home/apt,112,30,4.68,25,346,Brooklyn,Canarsie,40.64342,-73.89169
20820417,Entire home/apt,180,30,4.56,17,288,Manhattan,East Harlem,40.79514,-73.94289
20677750,Entire home/apt,214,1,0.0,0,365,Bronx,Mount Hope,40.84831,-73.90719
20970656,Entire home/apt,160,30,5.0,4,0,Brooklyn,Prospect Heights,40.6783,-73.97247
20678724,Entire home/apt,250,5,4.9,207,257,Brooklyn,Bedford-Stuyvesant,40.67702,-73.91788
20678811,Private room,44,3,4.83,128,253,Brooklyn,East Flatbush,40.64996,-73.93706
20826953,Private room,23,30,0.0,0,0,Queens,Ridgewood,40.70285,-73.91137
20970822,Entire home/apt,105,1,4.93,607,209,Brooklyn,East Flatbush,40.65485,-73.91699
20827801,Private room,85,5,4.96,25,360,Brooklyn,Crown Heights,40.67222,-73.93028
20679134,Private room,33,3,4.85,67,147,Brooklyn,East Flatbush,40.6484,-73.9393
20970844,Entire home/apt,110,30,4.75,8,0,Manhattan,Upper East Side,40.77355,-73.94891
20679146,Private room,59,30,5.0,3,0,Brooklyn,Williamsburg,40.71451,-73.96099
20830442,Private room,40,30,4.86,49,112,Bronx,Claremont Village,40.8362,-73.9117
20832523,Private room,32,5,4.91,57,0,Bronx,Concourse,40.83451,-73.91881
20978416,Entire home/apt,214,30,4.9,59,20,Manhattan,East Village,40.73025,-73.9882
20832768,Entire home/apt,89,30,4.5,5,0,Queens,Astoria,40.76443,-73.92119
20679396,Entire home/apt,119,2,4.73,273,47,Queens,Flushing,40.76033,-73.79224
20978898,Private room,45,30,3.8,8,0,Brooklyn,Bushwick,40.68521,-73.91073
20679565,Entire home/apt,210,30,0.0,1,0,Brooklyn,Greenpoint,40.721,-73.94942
20980756,Private room,25,30,0.0,0,0,Brooklyn,Crown Heights,40.66555,-73.94095
20682422,Private room,70,30,4.25,7,0,Manhattan,Washington Heights,40.85253,-73.93171
20833958,Private room,50,3,4.91,33,259,Brooklyn,Crown Heights,40.67222,-73.93028
20981701,Private room,75,31,5.0,3,323,Brooklyn,Bushwick,40.69028,-73.91859
20835909,Entire home/apt,115,30,4.86,24,151,Queens,Flushing,40.75746,-73.82914
20685890,Entire home/apt,202,30,0.0,1,0,Manhattan,Upper West Side,40.79363,-73.96871
20981954,Private room,50,30,4.33,6,0,Brooklyn,Crown Heights,40.67107,-73.929
20982422,Private room,87,3,4.7,30,43,Brooklyn,East Flatbush,40.64311,-73.94743
20688524,Entire home/apt,100,30,4.54,13,121,Manhattan,East Harlem,40.79522,-73.94949
20836787,Entire home/apt,101,30,4.79,15,0,Queens,Astoria,40.77534,-73.92728
20989220,Entire home/apt,102,2,4.87,213,154,Queens,Flushing,40.72821,-73.8011
20843601,Private room,42,30,4.71,7,0,Brooklyn,Flatbush,40.64663,-73.96233
20688624,Entire home/apt,200,30,4.8,158,0,Manhattan,Chelsea,40.74389,-73.99897
20990053,Private room,115,30,4.4,25,358,Brooklyn,Williamsburg,40.717,-73.95003
20689395,Entire home/apt,130,6,4.97,38,15,Brooklyn,Clinton Hill,40.68459,-73.96174
20690781,Private room,150,30,0.0,1,0,Manhattan,NoHo,40.72585,-73.99584
20844580,Private room,43,30,4.76,91,109,Brooklyn,Williamsburg,40.70535,-73.95377
20844601,Private room,50,30,4.44,59,0,Manhattan,Lower East Side,40.7138,-73.99013
20990607,Private room,90,30,4.35,20,275,Brooklyn,Williamsburg,40.71881,-73.9487
21011623,Entire home/apt,180,4,4.4,11,12,Manhattan,Upper West Side,40.78847,-73.97177
20990770,Private room,50,30,4.66,29,97,Brooklyn,Williamsburg,40.71717,-73.94916
21013416,Private room,115,30,4.5,5,350,Brooklyn,Williamsburg,40.71706,-73.95035
20845031,Entire home/apt,291,31,0.0,0,307,Manhattan,Kips Bay,40.74572250000001,-73.9798618
20991704,Entire home/apt,89,30,0.0,0,0,Brooklyn,Midwood,40.62346,-73.96253
20992027,Entire home/apt,323,30,5.0,66,241,Brooklyn,Park Slope,40.67695,-73.9793
20845108,Entire home/apt,171,1,4.65,187,151,Brooklyn,Dyker Heights,40.62414,-74.01589
21014202,Private room,78,30,4.33,11,0,Manhattan,Upper West Side,40.77377,-73.9884
20994196,Private room,65,30,0.0,2,0,Manhattan,Lower East Side,40.71984,-73.98077
21014919,Private room,40,30,4.8,5,0,Manhattan,Washington Heights,40.84594,-73.93584
20846687,Entire home/apt,87,2,4.72,40,0,Brooklyn,Bedford-Stuyvesant,40.6823,-73.93911
20994206,Private room,40,30,5.0,4,91,Manhattan,Harlem,40.82674,-73.9494
20849060,Entire home/apt,183,2,4.96,291,28,Brooklyn,Carroll Gardens,40.67999,-73.99898
21015347,Entire home/apt,224,6,4.8,120,254,Brooklyn,East New York,40.65749,-73.89164
20998265,Private room,60,30,4.86,16,0,Bronx,Concourse,40.82504,-73.92749
21015751,Entire home/apt,89,2,5.0,5,0,Manhattan,Chelsea,40.7489,-73.99737
20999025,Private room,82,3,4.92,180,216,Brooklyn,Bushwick,40.6994,-73.92947
21022330,Entire home/apt,150,30,5.0,3,0,Queens,Hollis,40.71457,-73.76101
20857108,Entire home/apt,240,30,0.0,1,359,Manhattan,Murray Hill,40.75038,-73.97599
21188555,Private room,40,30,0.0,2,0,Brooklyn,Bedford-Stuyvesant,40.69213,-73.93745
21006224,Private room,89,30,4.81,86,0,Queens,Bayside,40.7592,-73.76271
21189177,Private room,180,3,4.98,43,324,Brooklyn,Bedford-Stuyvesant,40.69244,-73.93329
21025488,Entire home/apt,120,30,4.74,35,117,Queens,Ozone Park,40.68524,-73.84401
21007181,Entire home/apt,264,30,0.0,0,146,Brooklyn,Greenpoint,40.73717,-73.95566
21008007,Private room,119,30,0.0,1,0,Brooklyn,Brooklyn Heights,40.69144,-73.99579
21025840,Private room,49,30,5.0,10,0,Brooklyn,Crown Heights,40.67181,-73.9526
21191264,Private room,80,30,4.64,36,0,Manhattan,East Village,40.72279,-73.98728
21192158,Hotel room,160,30,4.57,7,343,Manhattan,Murray Hill,40.75013,-73.9769
21010072,Private room,80,13,4.82,62,0,Queens,Ridgewood,40.71073,-73.9023
21192284,Entire home/apt,180,30,5.0,4,317,Manhattan,Murray Hill,40.74926,-73.97643
21026558,Private room,195,2,5.0,9,0,Manhattan,Upper West Side,40.78424,-73.97503
21027809,Entire home/apt,133,2,4.97,294,176,Brooklyn,Prospect-Lefferts Gardens,40.65909,-73.95377
21010586,Entire home/apt,189,30,4.92,26,274,Manhattan,Greenwich Village,40.73275,-74.00005
21029490,Private room,50,30,0.0,1,0,Brooklyn,Greenpoint,40.72262,-73.93944
21192364,Entire home/apt,180,30,0.0,2,365,Manhattan,Murray Hill,40.74926,-73.97643
21011039,Entire home/apt,105,2,4.92,28,19,Bronx,Bronxdale,40.85271,-73.8676
21192430,Entire home/apt,180,30,0.0,0,364,Manhattan,Murray Hill,40.74822,-73.97672
21029655,Private room,90,30,0.0,1,0,Brooklyn,Bedford-Stuyvesant,40.69291,-73.94274
21011532,Entire home/apt,120,30,4.4,10,0,Brooklyn,Bedford-Stuyvesant,40.69047,-73.95861
21034242,Entire home/apt,366,30,4.91,45,179,Manhattan,Hell's Kitchen,40.76408723158923,-73.98869945666092
21195408,Private room,35,30,4.2,5,0,Brooklyn,Bedford-Stuyvesant,40.68206,-73.95593
21311240,Entire home/apt,300,2,4.91,127,7,Brooklyn,Williamsburg,40.71022,-73.95777
21198038,Entire home/apt,160,30,0.0,0,0,Brooklyn,Greenpoint,40.72409,-73.93939
21313022,Private room,40,180,4.5,3,365,Brooklyn,Brighton Beach,40.57573,-73.96407
21199546,Entire home/apt,172,55,5.0,9,325,Brooklyn,Bedford-Stuyvesant,40.68623,-73.95773
21199630,Entire home/apt,117,30,3.91,11,0,Manhattan,Upper East Side,40.77174,-73.96275
21038471,Private room,50,30,4.29,169,0,Brooklyn,Bedford-Stuyvesant,40.69109,-73.93874
21038881,Entire home/apt,179,2,4.82,44,0,Manhattan,Nolita,40.72064,-73.99634
21313668,Entire home/apt,157,30,0.0,2,0,Manhattan,Upper West Side,40.78625,-73.97896
21041595,Private room,60,30,5.0,3,0,Brooklyn,Brownsville,40.66032,-73.91457
21317156,Private room,79,30,0.0,1,0,Manhattan,Hell's Kitchen,40.76231,-73.99138
21042534,Entire home/apt,99,7,4.9,10,0,Brooklyn,Crown Heights,40.67521,-73.94838
21202563,Entire home/apt,210,30,0.0,0,0,Brooklyn,Greenpoint,40.72697,-73.95072
21204007,Entire home/apt,210,30,5.0,8,0,Brooklyn,Bedford-Stuyvesant,40.68778,-73.93751
21321273,Entire home/apt,250,30,0.0,1,0,Manhattan,East Village,40.72529,-73.98213
21204122,Private room,30,30,5.0,3,0,Brooklyn,Bushwick,40.6956,-73.92344
21044649,Private room,10,3,4.91,24,0,Bronx,Norwood,40.87553,-73.88601
21322272,Private room,45,30,4.9,10,0,Brooklyn,Williamsburg,40.71256,-73.9588
21051477,Private room,55,2,4.67,3,87,Brooklyn,East New York,40.65396,-73.88514
21204890,Private room,57,1,4.9,166,0,Manhattan,Harlem,40.81563,-73.94982
21325114,Private room,119,30,0.0,0,0,Brooklyn,Downtown Brooklyn,40.69301,-73.98409
21205622,Private room,99,1,4.4,5,0,Queens,Long Island City,40.75786,-73.92912
21053140,Private room,233,3,4.87,67,214,Brooklyn,Clinton Hill,40.68777,-73.96483
21325259,Private room,79,1,4.71,119,27,Queens,Ditmars Steinway,40.77804,-73.91639
21326923,Private room,60,4,4.95,22,0,Queens,Flushing,40.74621,-73.83091
21053432,Private room,50,7,5.0,5,0,Queens,Ridgewood,40.69654,-73.90028
21054012,Entire home/apt,239,1,4.68,120,347,Queens,Springfield Gardens,40.66241,-73.77154
21205650,Hotel room,220,30,0.0,0,364,Manhattan,Murray Hill,40.75036,-73.97538
21205810,Hotel room,240,30,0.0,1,364,Manhattan,Murray Hill,40.74844,-73.97572
21327327,Private room,50,30,5.0,4,0,Manhattan,Washington Heights,40.84889,-73.93525
21205891,Hotel room,220,30,4.75,12,311,Manhattan,Murray Hill,40.74848,-73.97545
21206002,Hotel room,200,30,0.0,2,304,Manhattan,Murray Hill,40.74884,-73.97756
21327397,Shared room,75,1,4.71,28,365,Queens,Corona,40.74961,-73.86463
21206529,Private room,180,1,0.0,1,0,Brooklyn,Williamsburg,40.71932,-73.96455
21057693,Entire home/apt,97,30,4.88,8,0,Brooklyn,Bedford-Stuyvesant,40.69286,-73.94714
21343278,Entire home/apt,65,30,0.0,1,0,Queens,Forest Hills,40.7264,-73.84846
