id,room_type,price_per_night,minimum_nights,rating,number_of_reviews,availability,neighbourhood_group,neighbourhood,latitude,longitude
5121,Private room,60,30,4.52,50,0,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512
2595,Entire home/apt,240,30,4.68,49,325,Manhattan,Midtown,40.75356,-73.98559
14991,Private room,120,5,4.93,22,268,Manhattan,Lower East Side,40.72207,-73.98976
5136,Entire home/apt,276,21,5.0,3,275,Brooklyn,Sunset Park,40.66265,-73.99454
59709,Entire home/apt,325,7,4.77,69,38,Manhattan,Chinatown,40.7178,-73.9932
5178,Private room,68,2,4.26,589,10,Manhattan,Midtown,40.76457,-73.98317
15341,Entire home/apt,315,30,4.56,35,160,Manhattan,Lower East Side,40.721359,-73.993668
5203,Private room,75,2,4.91,118,0,Manhattan,Upper West Side,40.8038,-73.96751
5803,Private room,134,3,4.71,233,148,Brooklyn,South Slope,40.66801,-73.98784
60164,Entire home/apt,500,30,4.39,110,45,Manhattan,Tribeca,40.72012,-74.00397
15385,Private room,91,7,4.86,53,225,Brooklyn,Williamsburg,40.71211,-73.96397
15396,Entire home/apt,400,90,5.0,5,107,Manhattan,Chelsea,40.74493,-73.99521
60181,Entire home/apt,160,31,4.8,38,3,Manhattan,East Village,40.7253,-73.98028
60457,Entire home/apt,250,30,4.88,10,0,Manhattan,Greenwich Village,40.73072,-73.99275
6848,Entire home/apt,81,30,4.57,189,152,Brooklyn,Williamsburg,40.70935,-73.95342
16338,Private room,55,30,4.64,32,66,Brooklyn,Clinton Hill,40.69121,-73.96804
6872,Private room,65,30,0.0,1,277,Manhattan,East Harlem,40.80107,-73.94255
60611,Entire home/apt,135,30,4.84,194,115,Manhattan,East Harlem,40.792667388916016,-73.946533203125
16580,Private room,143,1,4.79,502,155,Manhattan,East Village,40.72489,-73.9781
60666,Private room,111,3,4.73,268,19,Manhattan,Harlem,40.81006,-73.94559
6990,Private room,72,30,4.88,245,204,Manhattan,East Harlem,40.78778,-73.94759
16821,Private room,162,1,4.72,179,4,Manhattan,East Village,40.72281,-73.98501
60673,Private room,125,30,5.0,3,0,Manhattan,Harlem,40.81562,-73.94674
16974,Entire home/apt,300,30,4.85,281,165,Manhattan,East Harlem,40.8019,-73.93762
60680,Entire home/apt,99,30,4.53,165,352,Manhattan,East Village,40.72598,-73.97978
17037,Entire home/apt,220,30,4.8,53,168,Manhattan,East Village,40.72289,-73.98028
60794,Entire home/apt,211,30,5.0,4,0,Manhattan,Upper West Side,40.79918,-73.96248
17693,Private room,85,2,4.9,67,338,Manhattan,Washington Heights,40.83253,-73.94108
61509,Entire home/apt,110,200,4.23,92,0,Manhattan,Midtown,40.75743,-73.96825
18018,Entire home/apt,215,30,0.0,0,249,Manhattan,Lower East Side,40.7209818,-73.9931495
7064,Private room,95,7,4.91,13,0,Brooklyn,Williamsburg,40.71248,-73.95881
18152,Private room,500,30,4.41,148,331,Manhattan,Upper East Side,40.76967,-73.94831
7097,Private room,205,2,4.88,334,277,Brooklyn,Fort Greene,40.69172372653903,-73.97388146351311
62891,Entire home/apt,175,4,4.3,231,186,Manhattan,East Village,40.72297,-73.98265
18728,Private room,195,4,4.95,240,247,Manhattan,Chelsea,40.74261,-74.00353
62925,Entire home/apt,325,3,4.81,164,106,Brooklyn,Greenpoint,40.72967,-73.95352
63588,Private room,89,30,0.0,0,0,Bronx,Clason Point,40.81161,-73.85499
7801,Entire home/apt,395,30,4.88,10,338,Brooklyn,Williamsburg,40.71778,-73.9568
18961,Private room,95,30,0.0,1,0,Manhattan,Kips Bay,40.73808,-73.98001
8490,Entire home/apt,162,2,4.76,178,279,Brooklyn,Bedford-Stuyvesant,40.68462,-73.93839
63610,Entire home/apt,100,2,4.93,56,339,Bronx,Eastchester,40.881,-73.83511
19282,Private room,110,30,4.69,17,77,Brooklyn,Flatbush,40.65437,-73.96278
63657,Entire home/apt,135,30,4.59,268,0,Brooklyn,Bedford-Stuyvesant,40.68253,-73.94295
9357,Entire home/apt,175,30,4.52,58,0,Manhattan,Hell's Kitchen,40.76724,-73.98664
19812,Entire home/apt,105,30,4.49,61,226,Brooklyn,Williamsburg,40.71802,-73.95724
9704,Private room,55,30,4.89,98,248,Manhattan,Harlem,40.81317,-73.95465
64000,Private room,50,60,4.92,14,276,Brooklyn,Williamsburg,40.70724777388111,-73.95460232736923
20913,Entire home/apt,80,30,4.05,168,0,Brooklyn,Williamsburg,40.70967,-73.95922
64015,Entire home/apt,200,30,0.0,0,0,Manhattan,East Village,40.72863,-73.9842
64107,Private room,100,3,4.79,308,1,Brooklyn,Crown Heights,40.67582,-73.94316
21644,Private room,99,30,5.0,3,0,Manhattan,Harlem,40.82782,-73.9473
64314,Private room,100,30,4.82,46,346,Brooklyn,Crown Heights,40.67634,-73.95143
10452,Private room,90,30,4.64,82,304,Brooklyn,Bedford-Stuyvesant,40.68294,-73.95682
21794,Private room,85,30,4.97,36,295,Manhattan,Chelsea,40.74187,-74.00223
10962,Private room,135,4,4.71,231,159,Brooklyn,South Slope,40.66692,-73.98981
11943,Private room,150,30,0.0,0,0,Brooklyn,Flatbush,40.63702,-73.96327
64365,Private room,65,30,4.79,253,287,Brooklyn,Crown Heights,40.67579,-73.95072
23135,Entire home/apt,219,3,4.71,306,351,Brooklyn,Carroll Gardens,40.67747,-74.00146
64837,Private room,80,7,4.58,269,17,Manhattan,East Village,40.72497,-73.98356
12192,Private room,80,7,4.39,299,37,Manhattan,East Village,40.72296,-73.98383
23686,Entire home/apt,650,5,4.41,59,157,Manhattan,West Village,40.72961,-74.00308
65425,Entire home/apt,228,1,4.94,16,339,Manhattan,Nolita,40.72021,-73.99426
24285,Entire home/apt,220,30,4.83,93,253,Brooklyn,Park Slope,40.67115,-73.98026
65615,Entire home/apt,85,10,4.67,56,0,Brooklyn,Williamsburg,40.7106,-73.95178
12937,Private room,165,3,4.91,368,91,Queens,Long Island City,40.74757,-73.94571
25406,Entire home/apt,83,30,4.62,29,0,Brooklyn,Williamsburg,40.71649,-73.94865
65660,Entire home/apt,115,30,4.52,166,53,Brooklyn,Williamsburg,40.70797,-73.94792
26785,Entire home/apt,90,30,4.93,479,155,Brooklyn,South Slope,40.6686,-73.98723
65813,Private room,75,3,4.9,20,0,Manhattan,Harlem,40.82899,-73.94345
12940,Entire home/apt,119,30,4.52,76,155,Brooklyn,Bedford-Stuyvesant,40.67946,-73.95417
27644,Entire home/apt,190,2,4.78,252,231,Manhattan,Harlem,40.82682,-73.94948
66008,Entire home/apt,190,30,4.87,68,186,Brooklyn,Carroll Gardens,40.68028,-73.99328
27883,Entire home/apt,100,30,4.85,25,0,Manhattan,East Village,40.72421,-73.98509
66251,Entire home/apt,370,3,4.93,160,76,Manhattan,East Village,40.72547,-73.98619
13808,Private room,93,1,4.66,191,189,Brooklyn,Bedford-Stuyvesant,40.68064,-73.94039
28907,Entire home/apt,150,30,4.95,21,162,Manhattan,Upper East Side,40.77827,-73.94669
14314,Entire home/apt,129,30,4.82,179,215,Brooklyn,Greenpoint,40.73535,-73.95584
14434,Private room,70,30,4.56,60,0,Brooklyn,Bedford-Stuyvesant,40.68777,-73.94976
29013,Private room,90,30,4.7,71,212,Brooklyn,Bedford-Stuyvesant,40.68288,-73.95646
118061,Entire home/apt,120,30,4.81,90,239,Brooklyn,Bedford-Stuyvesant,40.68462,-73.92895
66275,Entire home/apt,514,1,4.86,212,340,Manhattan,Nolita,40.72036,-73.99435
29628,Private room,94,3,4.94,365,164,Brooklyn,Clinton Hill,40.68292,-73.96381
121687,Entire home/apt,200,30,4.45,57,70,Brooklyn,Williamsburg,40.71983,-73.95992
29683,Entire home/apt,195,30,4.76,119,322,Manhattan,Lower East Side,40.72314,-73.99108
125163,Private room,99,3,4.88,76,302,Brooklyn,Bedford-Stuyvesant,40.68595,-73.92923
31130,Private room,164,1,4.87,70,221,Manhattan,Hell's Kitchen,40.7672,-73.98464
31555,Entire home/apt,120,30,4.71,32,0,Manhattan,West Village,40.73405,-74.00281
126816,Private room,85,30,3.67,3,0,Manhattan,Upper West Side,40.79907,-73.96517
66741,Entire home/apt,200,30,4.83,326,15,Brooklyn,Park Slope,40.67548,-73.98315
31902,Private room,80,30,4.33,4,0,Brooklyn,East Flatbush,40.6327,-73.93184
127387,Entire home/apt,260,30,5.0,3,155,Brooklyn,Gowanus,40.66895,-73.99136
31994,Private room,105,2,4.52,539,309,Brooklyn,Clinton Hill,40.68818,-73.96383
132516,Entire home/apt,111,60,4.74,90,116,Queens,Forest Hills,40.7106,-73.85246
66974,Entire home/apt,240,2,4.99,225,216,Brooklyn,Gowanus,40.68088,-73.99102
32037,Private room,139,30,4.84,93,364,Brooklyn,Clinton Hill,40.68513,-73.96648
133025,Private room,69,30,4.85,148,73,Manhattan,Murray Hill,40.74564,-73.97782
33009,Entire home/apt,235,30,4.96,292,52,Brooklyn,Williamsburg,40.71512,-73.95899
134934,Entire home/apt,250,5,4.58,27,0,Brooklyn,Williamsburg,40.71771,-73.95849
33156,Entire home/apt,139,120,5.0,20,58,Manhattan,Upper West Side,40.78763,-73.96862
135465,Entire home/apt,170,3,4.8,126,165,Brooklyn,Fort Greene,40.68646,-73.97548
67288,Entire home/apt,250,28,4.87,47,155,Manhattan,East Harlem,40.79544,-73.94836
36121,Private room,100,90,4.88,9,172,Brooklyn,Prospect Heights,40.67376,-73.96611
67299,Entire home/apt,158,30,4.89,75,140,Brooklyn,Williamsburg,40.71516,-73.96448
68253,Private room,55,30,0.0,0,0,Queens,Astoria,40.76336,-73.92099
136493,Entire home/apt,325,4,4.86,36,2,Brooklyn,Park Slope,40.67494,-73.97792
36647,Private room,85,5,4.77,83,201,Manhattan,East Harlem,40.79245376586914,-73.94074249267578
139624,Entire home/apt,64,30,4.39,84,5,Brooklyn,Crown Heights,40.67478,-73.95165
68735,Entire home/apt,215,14,4.97,38,245,Manhattan,Upper West Side,40.78846,-73.97459
36703,Entire home/apt,200,40,4.92,144,200,Manhattan,West Village,40.73271,-74.00367
140133,Entire home/apt,285,4,4.93,180,234,Brooklyn,Williamsburg,40.71347,-73.96035
36934,Entire home/apt,150,6,4.5,32,124,Brooklyn,Williamsburg,40.71371,-73.96203
141154,Entire home/apt,100,30,4.71,263,0,Brooklyn,Boerum Hill,40.6857,-73.98131
68900,Private room,100,30,4.86,7,336,Brooklyn,Greenpoint,40.73094,-73.95484
38663,Entire home/apt,900,3,4.76,43,191,Brooklyn,Boerum Hill,40.68442,-73.98068
69894,Entire home/apt,160,30,4.82,63,76,Manhattan,Upper West Side,40.77845,-73.98295
141335,Entire home/apt,900,1,4.45,41,341,Brooklyn,Park Slope,40.67487,-73.97637
38833,Entire home/apt,205,7,4.81,164,21,Manhattan,Harlem,40.81800842285156,-73.94669342041016
142069,Entire home/apt,100,30,4.6,22,0,Manhattan,East Village,40.72506,-73.97906
71010,Entire home/apt,332,4,4.97,41,293,Manhattan,Washington Heights,40.83403,-73.93951
39282,Private room,159,4,4.81,254,45,Brooklyn,Williamsburg,40.71065139770508,-73.95087432861328
71248,Entire home/apt,162,15,4.78,63,0,Manhattan,Chinatown,40.7159,-73.99156
71366,Entire home/apt,200,30,4.84,47,259,Manhattan,Greenwich Village,40.72997,-74.00196
144087,Entire home/apt,699,6,4.9,30,244,Manhattan,Harlem,40.80687,-73.95333
39572,Private room,139,30,4.86,44,277,Manhattan,Hell's Kitchen,40.76203,-73.98869
144148,Private room,68,30,4.53,32,0,Manhattan,East Village,40.72297,-73.9851
71384,Entire home/apt,229,1,4.98,50,0,Brooklyn,Greenpoint,40.72919,-73.95588
39593,Private room,78,31,4.92,31,93,Queens,Sunnyside,40.74523,-73.92318
71812,Entire home/apt,90,30,4.53,15,286,Bronx,Kingsbridge,40.87069,-73.90113
146726,Entire home/apt,175,30,4.75,18,276,Manhattan,Harlem,40.80392,-73.94765
39704,Entire home/apt,135,30,4.71,337,0,Brooklyn,Bedford-Stuyvesant,40.68216,-73.94594
148201,Entire home/apt,175,30,4.88,18,0,Manhattan,West Village,40.7304,-74.00228
72190,Entire home/apt,110,30,4.51,37,0,Manhattan,Upper West Side,40.77743,-73.97691
72265,Private room,85,10,4.53,36,0,Brooklyn,Greenpoint,40.72744,-73.953
42300,Entire home/apt,750,5,4.8,73,176,Manhattan,Lower East Side,40.71992,-73.99167
74333,Entire home/apt,98,30,4.03,40,296,Manhattan,East Harlem,40.80834,-73.94075
42729,Entire home/apt,212,4,4.64,208,348,Brooklyn,Carroll Gardens,40.67813,-74.00062
74438,Entire home/apt,299,30,4.84,52,365,Manhattan,Hell's Kitchen,40.75523,-73.99792
148259,Entire home/apt,323,4,4.9,105,103,Brooklyn,Williamsburg,40.71345,-73.94289
42882,Private room,70,5,4.81,184,228,Staten Island,St. George,40.64633,-74.08156
74680,Entire home/apt,124,7,4.67,261,255,Queens,Astoria,40.77507,-73.93367
43105,Entire home/apt,185,30,5.0,4,295,Manhattan,Midtown,40.7449,-73.98499
148825,Entire home/apt,193,3,4.75,292,167,Manhattan,Upper West Side,40.79999,-73.96338
44229,Private room,110,30,4.69,232,365,Brooklyn,Fort Greene,40.69287,-73.97108
150804,Entire home/apt,375,4,4.98,47,48,Manhattan,Lower East Side,40.7203,-73.98424
74821,Entire home/apt,149,30,4.67,47,67,Manhattan,Harlem,40.80874,-73.94926
74860,Entire home/apt,75,30,4.67,3,0,Brooklyn,Greenpoint,40.72364,-73.95013
44973,Entire home/apt,101,30,4.64,128,214,Brooklyn,Williamsburg,40.70894,-73.95234
75635,Entire home/apt,175,3,4.84,393,185,Manhattan,Lower East Side,40.71911,-73.98588
150989,Entire home/apt,140,30,4.95,19,0,Brooklyn,Williamsburg,40.71584,-73.96355
152071,Entire home/apt,150,2,0.0,0,0,Brooklyn,Park Slope,40.67231,-73.97878
45542,Entire home/apt,100,30,4.78,18,0,Manhattan,Harlem,40.82569,-73.93842
152259,Private room,58,30,4.72,124,359,Manhattan,Harlem,40.81201,-73.94633
77765,Hotel room,299,1,4.85,51,120,Brooklyn,Greenpoint,40.73777,-73.95366
45556,Private room,65,2,4.91,388,138,Brooklyn,Fort Greene,40.68834,-73.97578
79067,Entire home/apt,330,48,4.73,15,63,Brooklyn,Clinton Hill,40.68337,-73.96253
152263,Entire home/apt,360,2,4.84,334,251,Manhattan,Harlem,40.80494,-73.94998
45737,Private room,84,30,4.38,27,53,Manhattan,West Village,40.73948,-74.00504
152819,Entire home/apt,375,3,4.89,85,38,Brooklyn,Williamsburg,40.7167,-73.95014
45910,Entire home/apt,425,30,4.42,13,365,Queens,Ridgewood,40.70309,-73.89963
154934,Private room,75,30,4.42,38,339,Manhattan,Harlem,40.8241,-73.94415
80493,Private room,59,2,4.39,229,158,Manhattan,East Village,40.722599029541016,-73.9854507446289
80684,Hotel room,449,1,5.0,11,124,Brooklyn,Greenpoint,40.73756,-73.9535
45935,Private room,60,30,0.0,0,83,Bronx,Mott Haven,40.80635,-73.92201
80700,Private room,429,1,4.7,10,124,Brooklyn,Greenpoint,40.73777,-73.95366
155087,Entire home/apt,625,4,4.94,22,170,Brooklyn,Park Slope,40.67275,-73.97873
45936,Private room,75,31,4.66,137,32,Manhattan,Morningside Heights,40.8063,-73.95985
157673,Entire home/apt,65,30,4.44,92,277,Brooklyn,Bedford-Stuyvesant,40.68096,-73.94062
80924,Entire home/apt,160,30,4.86,37,124,Brooklyn,Park Slope,40.67407,-73.98105
46911,Private room,120,3,4.7,69,164,Brooklyn,Prospect Heights,40.68022,-73.97457
81739,Private room,429,1,0.0,2,124,Brooklyn,Greenpoint,40.73777,-73.95366
158061,Private room,165,30,4.54,27,365,Brooklyn,Bedford-Stuyvesant,40.68511,-73.91927
49048,Private room,104,30,4.42,25,310,Brooklyn,Bedford-Stuyvesant,40.6829,-73.95701
158178,Private room,121,5,4.67,11,0,Brooklyn,Williamsburg,40.71391,-73.96059
159749,Private room,81,2,4.76,76,1,Brooklyn,Bedford-Stuyvesant,40.68048,-73.93938
82638,Entire home/apt,150,31,4.79,280,364,Manhattan,East Village,40.72408,-73.98154
50447,Entire home/apt,175,5,4.83,239,182,Brooklyn,Gowanus,40.66913,-73.99041
82928,Entire home/apt,150,30,4.91,77,266,Brooklyn,Bedford-Stuyvesant,40.68433,-73.94469
159815,Private room,70,1,4.87,62,0,Brooklyn,Bedford-Stuyvesant,40.68048,-73.93938
51438,Private room,130,14,0.0,0,0,Manhattan,Upper East Side,40.77449,-73.95308
159913,Private room,246,30,4.92,27,289,Manhattan,Chelsea,40.74389,-74.00068
83243,Entire home/apt,77,30,4.43,255,308,Brooklyn,Bushwick,40.68769,-73.91788
52689,Entire home/apt,180,30,4.97,63,62,Queens,Ditmars Steinway,40.77868,-73.90652
84010,Hotel room,299,1,4.88,26,123,Brooklyn,Greenpoint,40.73777,-73.95366
89427,Entire home/apt,650,30,0.0,0,358,Brooklyn,Clinton Hill,40.68513,-73.96648
162493,Entire home/apt,721,6,4.98,52,25,Brooklyn,Williamsburg,40.71174,-73.95798
53469,Entire home/apt,130,30,4.34,33,365,Queens,Middle Village,40.71567,-73.87842
89621,Entire home/apt,133,30,4.45,240,337,Brooklyn,Crown Heights,40.67823,-73.94719
53470,Entire home/apt,193,30,4.0,6,365,Queens,Ridgewood,40.70422,-73.89778
162508,Entire home/apt,150,7,4.27,30,1,Brooklyn,Crown Heights,40.67188,-73.95097
53477,Entire home/apt,350,30,4.71,16,365,Queens,Middle Village,40.71778,-73.87714
92242,Entire home/apt,429,21,4.47,81,151,Manhattan,Lower East Side,40.71974,-73.98393
54466,Private room,200,30,0.0,0,365,Manhattan,Harlem,40.80255,-73.95803
93313,Entire home/apt,156,2,4.72,156,266,Brooklyn,Bedford-Stuyvesant,40.68413,-73.93817
163814,Entire home/apt,189,2,4.15,447,256,Manhattan,East Village,40.72641,-73.98711
166006,Entire home/apt,250,31,4.63,193,3,Manhattan,Upper West Side,40.79864,-73.96209
54508,Private room,96,2,4.75,154,339,Brooklyn,Park Slope,40.67908,-73.97405
54544,Entire home/apt,160,3,4.64,131,228,Manhattan,Harlem,40.81182,-73.94631
166172,Private room,55,30,4.54,62,0,Brooklyn,Bushwick,40.68478,-73.9066
94783,Entire home/apt,135,7,4.86,145,283,Brooklyn,Crown Heights,40.6736,-73.9551
54694,Private room,65,30,4.35,62,0,Queens,Jamaica,40.67144,-73.76501
96471,Private room,171,30,5.0,13,364,Brooklyn,Clinton Hill,40.68513,-73.96648
166983,Entire home/apt,350,30,4.83,6,0,Brooklyn,Carroll Gardens,40.68194,-73.99708
54860,Private room,125,5,4.87,285,179,Manhattan,East Harlem,40.79934,-73.94236
168123,Entire home/apt,111,30,4.61,119,88,Brooklyn,Windsor Terrace,40.65891,-73.98556
55959,Private room,156,5,4.83,100,32,Brooklyn,Williamsburg,40.71065,-73.95087
169063,Entire home/apt,150,30,4.72,48,1,Manhattan,East Village,40.72873,-73.98253
98663,Entire home/apt,150,30,4.81,19,155,Manhattan,Chelsea,40.75077,-73.99657
55982,Private room,85,3,4.74,43,0,Brooklyn,Fort Greene,40.68701,-73.97555
56859,Private room,74,3,4.66,260,50,Manhattan,Harlem,40.81201,-73.94452
169306,Private room,54,7,4.48,165,196,Bronx,University Heights,40.85981,-73.9063
57166,Entire home/apt,151,3,4.86,134,296,Queens,Ditmars Steinway,40.772472,-73.906075
169464,Entire home/apt,85,30,4.64,98,33,Brooklyn,Williamsburg,40.70829,-73.96564
99085,Entire home/apt,127,30,5.0,31,2,Brooklyn,Fort Greene,40.6867,-73.97469
57297,Entire home/apt,263,7,4.69,285,72,Brooklyn,Brooklyn Heights,40.69003,-73.99338
100186,Entire home/apt,130,30,4.94,118,51,Brooklyn,Gowanus,40.66952,-73.99201
170420,Entire home/apt,79,30,5.0,15,0,Manhattan,East Harlem,40.79179,-73.93972
57618,Entire home/apt,250,4,4.83,131,0,Manhattan,Hell's Kitchen,40.76505,-73.98716
170761,Private room,85,2,4.9,159,149,Brooklyn,Fort Greene,40.68876,-73.97758
100368,Entire home/apt,277,30,4.79,37,309,Manhattan,Chelsea,40.74056,-74.00143
57754,Entire home/apt,350,2,4.98,185,83,Manhattan,Flatiron District,40.74166,-73.9866
171562,Entire home/apt,235,60,4.89,30,85,Manhattan,Chelsea,40.74937,-73.99467
57874,Entire home/apt,171,3,4.87,370,173,Manhattan,East Harlem,40.80747,-73.94076
101053,Private room,175,60,4.9,38,0,Brooklyn,Williamsburg,40.71116,-73.95484
58059,Private room,61,29,4.71,659,316,Manhattan,Harlem,40.8238,-73.94444
103161,Entire home/apt,405,10,4.79,148,365,Brooklyn,Williamsburg,40.71551,-73.96274
171978,Entire home/apt,105,7,4.6,12,260,Brooklyn,Crown Heights,40.66946,-73.94638
58062,Private room,139,2,4.72,25,152,Brooklyn,Windsor Terrace,40.65912,-73.9842
173151,Private room,78,30,4.81,262,41,Brooklyn,Greenpoint,40.72852,-73.95655
174966,Entire home/apt,2500,30,4.96,26,364,Manhattan,Upper West Side,40.7751,-73.98595
103311,Private room,608,1,4.17,9,34,Brooklyn,Greenpoint,40.73778,-73.95366
103555,Entire home/apt,375,1,4.71,282,0,Brooklyn,Fort Greene,40.693047,-73.971985
59014,Entire home/apt,200,30,4.67,59,335,Manhattan,Lower East Side,40.71946,-73.98641
105469,Private room,114,2,4.93,17,89,Queens,Rockaway Beach,40.58603,-73.8145
106363,Private room,91,5,4.86,461,263,Manhattan,Harlem,40.82772,-73.95284
106906,Entire home/apt,185,45,4.9,12,112,Brooklyn,Clinton Hill,40.68615,-73.96769
107630,Entire home/apt,225,3,4.75,338,114,Brooklyn,Greenpoint,40.72741,-73.95466
112304,Private room,90,30,0.0,1,0,Manhattan,Harlem,40.8069,-73.95372
112435,Private room,95,30,4.62,177,365,Brooklyn,Fort Greene,40.69132,-73.97306
113092,Private room,90,30,0.0,0,0,Brooklyn,Fort Greene,40.6905,-73.97867
113265,Private room,60,30,4.75,274,320,Brooklyn,Crown Heights,40.67582,-73.9518
115535,Private room,65,30,4.76,34,224,Manhattan,Harlem,40.82402,-73.95263
115748,Entire home/apt,110,5,4.61,40,72,Queens,Astoria,40.76406,-73.92266
116551,Entire home/apt,78,30,4.49,175,94,Manhattan,Harlem,40.80384,-73.95123
208889,Entire home/apt,91,30,4.57,61,120,Brooklyn,Bedford-Stuyvesant,40.69049,-73.93212
176135,Entire home/apt,97,30,4.68,33,208,Brooklyn,Crown Heights,40.67545,-73.96096
177495,Entire home/apt,550,30,5.0,5,0,Manhattan,Chelsea,40.74088,-73.99538
177606,Private room,189,10,4.78,124,251,Manhattan,Kips Bay,40.74045,-73.9749
179670,Private room,175,3,4.89,128,79,Manhattan,East Village,40.72113,-73.98213
179741,Entire home/apt,542,1,4.95,19,277,Manhattan,Nolita,40.72212,-73.99638
182069,Entire home/apt,110,30,4.77,122,310,Manhattan,East Harlem,40.78923,-73.946
182177,Entire home/apt,114,2,4.68,340,248,Bronx,Allerton,40.86502,-73.85496
187566,Entire home/apt,139,2,4.83,232,256,Brooklyn,Bedford-Stuyvesant,40.6926,-73.9505
187986,Entire home/apt,250,30,0.0,2,0,Manhattan,Chelsea,40.73862,-73.99758
188674,Entire home/apt,165,30,4.87,63,0,Manhattan,East Village,40.73345,-73.98809
188803,Private room,90,2,4.94,33,1,Brooklyn,Fort Greene,40.68915,-73.97686
59121,Entire home/apt,239,30,4.75,4,365,Queens,Ridgewood,40.70271,-73.8993
209310,Private room,59,7,4.9,296,213,Queens,Sunnyside,40.73877,-73.92557
263502,Entire home/apt,185,180,4.96,24,365,Brooklyn,Williamsburg,40.71838,-73.95617
212109,Private room,89,30,5.0,12,70,Manhattan,West Village,40.73814,-74.00811
212544,Entire home/apt,100,30,4.67,9,0,Brooklyn,Gowanus,40.67828,-73.98414
213330,Private room,214,6,4.98,52,113,Manhattan,Lower East Side,40.71724,-73.99054
214917,Entire home/apt,76,30,0.0,2,0,Staten Island,Emerson Hill,40.60742,-74.14388
189135,Private room,151,2,4.73,122,307,Manhattan,Hell's Kitchen,40.76263,-73.99401
189181,Private room,282,30,0.0,1,0,Manhattan,Chelsea,40.74907,-74.00281
189732,Entire home/apt,193,3,4.81,294,279,Brooklyn,East New York,40.67346,-73.87263
189787,Entire home/apt,108,30,4.64,103,0,Brooklyn,Crown Heights,40.66941,-73.94988
265145,Entire home/apt,200,30,4.88,8,0,Manhattan,Theater District,40.76253,-73.98365
190968,Entire home/apt,175,3,4.77,37,0,Brooklyn,Prospect Heights,40.67914,-73.96443
190974,Entire home/apt,130,3,4.69,296,143,Brooklyn,Park Slope,40.66836,-73.98166
216080,Private room,190,30,4.91,154,329,Brooklyn,Fort Greene,40.69065713135315,-73.97352654666496
265506,Entire home/apt,496,30,4.89,11,0,Manhattan,Upper East Side,40.7628,-73.9651
217580,Entire home/apt,76,30,4.67,12,294,Brooklyn,Fort Hamilton,40.61933,-74.03208
191610,Private room,123,3,4.55,115,37,Manhattan,Chelsea,40.74735,-74.00208
266449,Entire home/apt,225,30,4.58,77,293,Manhattan,Lower East Side,40.719482,-73.98877
195123,Private room,75,30,4.6,232,302,Manhattan,Washington Heights,40.83338,-73.94326
218358,Private room,70,30,4.73,28,277,Manhattan,Harlem,40.80592,-73.95172
266753,Entire home/apt,250,3,4.23,91,33,Manhattan,Lower East Side,40.71941,-73.98968
219066,Entire home/apt,110,10,4.87,30,179,Brooklyn,Bensonhurst,40.61943,-73.99232
195989,Private room,105,3,4.93,227,162,Brooklyn,Park Slope,40.67641,-73.98161
267435,Private room,55,1,4.96,25,0,Queens,Rego Park,40.73333,-73.85933
197942,Entire home/apt,199,5,4.81,247,305,Brooklyn,Bedford-Stuyvesant,40.6836,-73.95445
219922,Private room,90,30,4.75,37,89,Manhattan,Harlem,40.81553,-73.95438
267535,Private room,50,2,4.89,18,308,Bronx,Wakefield,40.89559,-73.84343
220563,Private room,75,30,4.72,59,0,Brooklyn,Bedford-Stuyvesant,40.68788,-73.95014
198478,Private room,94,30,4.83,40,18,Manhattan,Upper East Side,40.7794,-73.95096
267652,Private room,80,5,4.98,44,75,Brooklyn,Kensington,40.64295,-73.97293
200955,Entire home/apt,125,30,4.44,22,156,Manhattan,Stuyvesant Town,40.73125,-73.9811
268335,Entire home/apt,175,60,0.0,1,3,Brooklyn,Williamsburg,40.72136,-73.95674
201514,Entire home/apt,150,30,0.0,1,0,Manhattan,Harlem,40.82553,-73.94511
222304,Entire home/apt,129,30,4.79,35,33,Manhattan,Chelsea,40.7401,-74.00019
268481,Entire home/apt,150,30,0.0,1,0,Brooklyn,Williamsburg,40.7154,-73.94028
222913,Entire home/apt,220,30,4.67,230,247,Manhattan,Lower East Side,40.71254,-73.98352
223930,Entire home/apt,150,30,4.81,21,363,Brooklyn,Prospect Heights,40.67319,-73.96804
201992,Entire home/apt,190,30,4.84,106,362,Brooklyn,Park Slope,40.67466,-73.97853
268868,Entire home/apt,325,4,4.83,97,8,Manhattan,Chelsea,40.75048,-74.00134
202273,Private room,55,30,4.41,72,0,Brooklyn,Bedford-Stuyvesant,40.68702,-73.94917
269283,Entire home/apt,50,30,4.84,33,89,Brooklyn,Crown Heights,40.66385,-73.93229
224004,Private room,100,30,4.62,70,88,Manhattan,Harlem,40.80529,-73.95307
269404,Private room,106,30,4.71,19,365,Queens,Astoria,40.76716,-73.91177
225354,Entire home/apt,180,30,4.8,11,337,Brooklyn,Williamsburg,40.71085,-73.96672
203901,Entire home/apt,190,30,5.0,8,0,Manhattan,Upper East Side,40.76922,-73.95648
270139,Private room,40,5,4.67,40,3,Brooklyn,Bushwick,40.70413,-73.92726
204065,Entire home/apt,448,2,4.58,109,325,Brooklyn,Clinton Hill,40.687,-73.96149
270231,Private room,95,30,4.79,285,365,Queens,Woodside,40.74496,-73.91167
